"actor_1_facebook_likes","actor_2_facebook_likes","actor_3_facebook_likes","director_facebook_likes","duration","budget","imdb_score","title_year","facenumber_in_poster","movie_facebook_likes","cast_total_facebook_likes","num_critic_for_reviews"
14000,5000,1000,168,139,8.5e+07,6.7,2014,2,49000,22226,459
5000,35,29,218,131,6.8e+07,7.6,2001,1,0,5103,187
12000,3000,557,532,104,8.5e+07,6.7,2003,1,0,16930,151
670,442,330,323,130,7e+07,6.2,1993,1,0,2407,80
879,691,210,252,145,8.5e+07,7.3,2005,1,0,2380,229
584,227,159,681,104,8.5e+07,6,2006,5,0,1235,158
1000,579,561,6,97,1e+08,7.1,2011,1,0,2707,190
12000,11000,551,102,178,9e+07,7.1,1998,0,10000,23950,98
672,174,172,99,108,8.5e+07,5.5,2002,1,941,1460,135
8000,886,809,763,106,8.5e+07,5.6,2012,1,18000,11454,382
10000,1000,719,1000,112,6e+07,7.5,2010,0,36000,12687,393
894,345,106,36,135,6e+07,5.4,2003,0,0,1439,149
611,592,571,88,109,6.5e+07,4.3,2000,1,374,2818,94
4000,2000,271,67,86,8.4e+07,4.9,2002,3,0,6355,138
409,107,20,38,95,3.5e+07,7.1,2012,0,46000,578,432
11000,1000,233,153,107,7e+07,6.4,2006,1,7000,12700,173
875,826,602,0,130,8e+06,6.9,1982,0,0,2662,127
975,760,615,62,82,8.5e+07,4.3,2010,0,0,3326,91
17000,4000,521,218,88,8.5e+07,6.1,2008,0,0,21863,238
3000,169,160,0,120,8.5e+07,7,2008,0,3000,3632,345
21000,15000,495,21000,162,6.5e+07,7.7,2007,0,12000,36928,377
3000,975,956,55,123,8.2e+07,5.9,2000,1,0,5839,170
11000,7000,1000,293,101,8.1e+07,6.7,2003,1,0,21276,191
26000,13000,5000,13000,113,8e+07,6.5,2010,9,57000,46355,424
10000,1000,898,0,110,8e+07,7.1,1996,0,0,12760,154
34000,14000,575,378,142,7.8e+07,7.3,2012,0,140000,49942,673
14000,670,461,480,102,8e+07,6.5,2011,0,56000,16143,383
920,811,390,13000,126,8e+07,7,1992,0,0,2899,153
13000,7000,925,12,83,8e+07,6.8,2006,1,0,22813,166
1000,533,443,255,85,8e+07,7.2,2002,0,0,3112,180
11000,4000,3000,75,120,7.5e+07,6.1,1998,0,0,22750,125
13000,12000,110,23,116,8.4e+07,6.7,2013,7,22000,25220,234
11000,437,421,88,113,8.2e+07,6.4,2005,11,0,13693,134
1000,1000,733,31,87,7.5e+07,4.4,2011,0,0,4073,91
12000,11000,11000,221,101,8e+07,5.4,2013,4,14000,39269,139
13000,12000,11000,88,110,8e+07,6.5,2008,1,0,44798,265
18000,4000,343,278,128,8e+07,6.7,2003,1,0,22679,145
29000,223,163,17000,138,8e+07,8.1,2010,0,53000,29585,490
4000,3000,982,91,88,8e+07,5.6,2008,2,0,9913,141
1000,311,208,77,91,7.5e+07,6.3,2005,1,0,1804,163
12000,1000,805,610,138,8e+07,7.3,1997,0,11000,17087,155
11000,869,495,163,99,8e+07,6.1,2008,0,0,12831,144
15000,1000,818,0,117,8e+07,7.7,2002,0,0,16828,226
11000,3000,503,221,117,8e+07,6.4,2011,1,19000,16325,204
12000,878,744,165,123,7.5e+07,6.8,1997,6,0,15362,139
3000,982,915,154,118,8e+07,6.6,2008,3,0,5637,215
22000,20000,16000,333,154,7.9e+07,7.2,2003,3,0,61110,198
18000,15000,10000,117,118,8e+07,6.9,2010,0,20000,44797,325
49000,570,159,10,90,8e+07,5.2,1997,1,0,50005,53
14000,960,913,101,113,8e+07,4.9,1999,0,0,17786,167
13000,967,366,30,88,8e+07,6.3,1996,1,0,15001,46
1000,177,38,189,93,6.5e+07,5.6,2006,0,0,1267,147
18000,4000,71,301,104,8e+07,5.5,2008,0,0,22194,276
8000,137,67,503,135,7.5e+07,6.7,1997,1,0,8355,80
11000,8000,697,452,134,6.8e+07,7.6,2014,4,82000,20411,406
11000,643,397,425,98,7e+07,5.7,1998,2,0,12729,97
3000,642,375,40,80,8e+07,4.6,2010,0,0,4394,143
13000,503,495,21,83,8e+07,7,2002,0,4000,14261,106
3000,1000,269,153,102,8e+07,5.2,2011,1,0,5392,178
10000,882,427,81,130,8e+07,5.1,1998,0,0,12186,102
18000,1000,502,438,129,8e+07,6.6,2004,1,0,20056,209
12000,11000,859,266,89,8e+07,6.7,2015,0,16000,26839,152
340,243,62,11,74,8e+07,7.3,1999,0,607,814,129
891,639,102,25,96,8e+07,5.9,2002,0,3000,1919,124
9000,496,372,31,114,9e+07,5.6,1998,0,0,10731,35
20000,3000,820,57,99,8e+07,6.5,2001,4,0,25942,166
2000,277,163,258,129,7.5e+07,5.9,2005,1,951,2864,137
49000,448,129,25,113,8.5e+07,7,1998,1,32000,49631,121
11000,11000,658,65,90,8e+07,5.3,2000,0,0,25190,87
13000,13000,871,0,118,8.8e+07,5.9,2005,2,0,27114,233
20000,770,733,13000,106,7e+07,6.3,1996,3,0,22590,132
13000,1000,1000,84,89,8e+07,6.3,2009,5,0,18132,258
981,274,183,79,145,8e+07,7.3,2000,1,0,1825,162
13000,10000,366,357,114,8e+07,5.8,1996,0,0,25126,61
882,396,210,43,87,8e+07,5.2,2013,0,0,1971,113
743,117,41,64,119,4.4e+07,2.4,2000,0,0,971,174
3000,739,695,287,91,8e+07,5.7,2003,4,665,5593,101
529,48,30,252,118,8e+07,5.8,2009,4,0,619,205
23000,18000,982,503,116,8e+07,5.6,2003,0,0,43887,123
766,674,582,0,177,8e+07,6,1997,1,0,4346,79
1000,971,231,750,97,8e+07,5.8,1998,0,964,2521,61
14000,788,612,42,106,9e+07,6,2015,0,21000,16922,202
2,0,0,14,106,7e+07,5.7,2000,1,995,2,145
563,80,14,0,94,8.6e+07,6,2006,0,941,683,101
67,63,7,63,104,4e+07,7.8,2009,0,0,152,113
1000,307,212,0,102,5.2e+07,4.2,2005,0,785,1890,113
795,172,74,545,105,8e+07,5.6,2014,0,20000,1099,272
163,94,20,0,89,8e+06,4.4,2015,0,138,370,3
1000,592,535,2000,135,5.8e+07,8.2,2001,0,29000,2827,205
2000,886,847,28,73,4.5e+07,8.5,1994,0,17000,6458,186
14000,12000,722,62,94,7.9e+07,5.8,2012,3,0,27842,178
622,161,18,18,95,7.8e+07,6.5,2013,0,15000,848,169
22000,12000,876,420,124,7.8e+07,7.2,2002,0,0,35867,210
24000,10000,1000,394,136,1e+08,6.7,2004,1,0,36925,140
14000,11000,553,221,91,7.9e+07,3.4,2011,2,0,27405,156
23000,787,771,309,107,7.6e+07,5.9,2003,5,0,25296,150
12000,11000,6000,54,108,81200000,7.8,2015,1,31000,30230,119
1000,422,327,101,99,8e+07,5.9,2007,2,0,2323,232
22000,1000,924,5,92,7.6e+07,4.1,2000,0,413,28050,49
1000,904,745,11,87,7.5e+07,6.8,2016,0,36000,4782,165
1000,872,845,45,110,7.8e+07,5.8,2003,3,0,4714,202
7000,2000,1000,275,98,7.6e+07,7.5,2013,0,56000,11905,306
10000,2000,933,776,154,7.5e+07,6.9,1996,0,16000,16785,185
610,506,227,14000,129,7.3e+07,6.5,1997,0,0,1635,177
851,436,179,35,86,7.5e+07,6.9,2005,0,0,1777,181
16000,430,18,0,109,7.6e+07,7.9,2006,0,17000,16479,372
20000,764,505,0,104,7.5e+07,7.4,2000,0,0,21397,290
11000,11000,988,335,110,7.5e+07,6.7,2008,0,0,25763,316
12000,2000,904,0,136,7.5e+07,7.4,1996,1,51000,15999,122
835,590,241,107,115,8e+07,6.9,2006,0,0,1815,164
11000,427,328,88,99,7.5e+07,6.8,2004,2,11000,12952,147
719,339,260,163,117,7.5e+07,6.7,2007,9,0,1673,219
613,422,394,212,125,5e+07,5.1,2004,0,893,1970,167
2000,710,692,16,110,7.5e+07,4.1,1999,0,509,5320,70
11000,988,963,255,125,7.5e+07,7.3,2013,6,105000,13312,384
12000,11000,4000,221,102,8e+07,6,2010,4,12000,28497,179
15000,466,232,14000,128,6e+07,7.3,2004,0,16000,16199,151
3000,576,446,87,100,3.5e+07,5.4,2009,4,1000,5174,107
867,826,748,258,124,7.5e+07,5.9,2000,0,0,3424,134
22000,15000,15000,0,102,7.5e+07,7.1,2007,1,0,60646,269
22000,17000,11000,10,90,7.5e+07,6,2004,0,0,63165,143
912,549,525,386,130,7e+07,6.5,2006,0,0,2856,241
12000,1000,680,473,118,5.3e+07,5.7,2005,4,0,15889,161
745,486,412,14000,163,7e+07,7.6,2005,0,0,2529,298
13000,1000,787,845,142,7e+07,6.6,2003,1,0,16580,89
19000,1000,925,126,100,7.5e+07,5.4,2010,2,0,25206,140
15000,509,104,0,116,7.5e+07,7.3,2015,2,43000,15735,362
11000,964,138,274,131,8e+07,6.5,2004,2,0,12522,124
12000,970,925,27,91,7.5e+07,6.6,2006,0,0,17299,190
13000,450,193,272,123,8e+07,6.6,2001,2,0,13934,132
919,303,249,109,134,5.5e+07,5.9,1995,3,0,1695,53
582,103,99,72,148,7.5e+07,6.7,1999,2,0,804,91
15000,1000,222,763,110,7.5e+07,6.1,2011,1,30000,16691,284
87000,13000,759,17,113,5.2e+07,6.6,2005,0,0,103354,152
13000,1000,886,383,94,7.5e+07,6.6,2000,0,0,15857,131
11000,982,541,41,116,7.5e+07,5.3,2003,2,648,14028,132
933,722,533,545,99,7.5e+07,6,1998,1,0,2542,67
3000,889,637,253,93,7.5e+07,4.7,2001,0,683,5580,74
2000,845,568,212,113,4.5e+07,6.1,2004,4,1000,4397,114
18000,13000,963,0,106,7.5e+07,7.2,2000,0,0,33645,294
7000,4000,1000,22,91,7.4e+07,6.4,2015,0,70000,13616,308
4000,2000,826,0,128,8.2e+07,6.1,2011,4,42000,7067,435
12000,854,697,0,98,6.9e+07,5.9,1998,1,880,15269,117
548,270,215,272,134,7.5e+07,6,1998,3,0,1044,108
22000,1000,415,6,97,7.3e+07,6.3,2016,0,14000,24350,141
11000,1000,715,72,112,7e+07,5.6,2008,0,0,13827,176
11000,561,130,0,153,7.5e+07,6.4,2009,1,0,11852,230
3000,638,461,532,110,7e+07,7.1,2007,1,0,5187,234
8000,1000,989,285,122,7.3e+07,6.6,2006,5,0,12410,164
1000,692,574,41,87,7.2e+07,4.6,2001,0,266,3287,91
906,466,403,0,178,7.2e+07,8.4,1995,1,17000,1976,132
15000,383,210,0,125,7e+07,7.1,2005,0,0,15850,262
745,440,433,30,87,7.5e+07,7.4,2007,0,0,3086,299
940,826,745,0,152,7.2e+07,6.9,2001,1,0,4310,128
13000,658,462,212,116,7.2e+07,4.5,2001,0,886,14780,109
21,17,8,218,109,59660000,7.1,2004,0,2000,55,88
3000,2000,882,0,108,6e+07,6.5,2004,0,0,7273,261
1000,1000,595,84,85,71500000,5.3,1998,0,694,4166,73
710,529,242,0,106,7.2e+07,6.7,2002,0,0,1675,208
692,309,48,80,93,1.5e+08,7.2,2004,1,0,1148,205
1000,843,769,487,117,1.2e+08,7.2,2006,0,0,4905,256
8000,3000,995,0,116,7e+07,5.5,1999,2,0,12790,103
14000,223,212,357,132,7e+07,5.8,2002,0,10000,14790,191
870,861,726,5,92,7.4e+07,6,2015,0,16000,5217,147
960,848,808,2000,139,8e+07,6.6,1996,1,1000,3667,79
13000,11000,11000,16000,153,7.5e+07,8.3,2009,1,42000,36741,486
49000,8000,5000,14000,142,7e+07,6.7,1991,1,13000,64259,75
12000,3000,467,420,101,1e+08,6,2014,0,21000,16235,245
13000,982,576,212,124,7e+07,7.1,1990,0,0,16595,142
10000,1000,1000,69,117,8e+07,6,2003,1,0,14486,144
10000,834,509,488,141,6.8e+07,6.9,2001,1,0,11458,153
3000,579,559,0,110,7e+07,5.6,2006,1,0,5609,284
886,766,727,545,109,6e+07,5.6,2004,0,0,3222,247
1000,1000,1000,84,88,7.5e+07,4.5,2009,0,2000,5227,107
4000,973,841,130,124,7.5e+07,7.1,2002,0,5000,6181,141
18000,11000,992,845,119,7e+07,6.5,2013,3,45000,31782,358
1000,906,748,906,103,5.8e+07,6.4,1998,0,1000,6207,160
833,697,464,473,116,7e+07,5.8,2011,0,25000,4001,355
12000,1000,883,13000,125,7e+07,8,2003,0,26000,16138,235
443,277,184,0,125,7e+07,6.2,1994,1,0,1439,59
25000,19000,979,14000,146,6.6e+07,7.2,2011,1,28000,46726,388
13000,13000,559,0,118,7e+07,6.1,2014,7,34000,27674,371
2000,650,638,0,171,69500000,7.6,1989,0,0,4074,82
903,592,17,0,136,7e+07,6.3,2010,2,13000,1579,297
3000,692,423,28,92,7e+07,6.3,2014,1,37000,5178,261
18000,13000,774,380,116,7e+07,6.3,1998,0,0,32563,120
15000,588,271,905,127,7e+07,7.7,2007,8,15000,16034,228
11000,691,400,218,136,7e+07,7,1997,1,0,12226,76
17000,1000,244,2000,111,7e+07,5.3,2011,2,0,18510,185
12000,405,384,541,116,7e+07,5.6,2002,2,792,12993,128
12000,585,452,43,113,6e+07,5.2,2005,0,0,13517,237
989,229,150,84,97,7e+07,5.4,2002,1,531,1576,105
5000,327,324,24,88,7e+07,6.4,2012,1,24000,5861,242
394,217,66,163,136,7.5e+07,5.9,2012,7,33000,712,360
13000,787,407,40,125,6e+07,6.3,2002,0,997,15916,112
26000,22000,748,5,116,3.5e+07,6.5,2011,2,17000,49608,189
1000,841,390,323,98,7e+07,3,2002,3,584,2763,151
349,324,298,8,91,7e+07,3.6,2002,1,391,1846,92
11000,893,695,13,97,7e+07,5.8,1998,0,815,13628,79
2000,509,443,101,95,7e+07,6.2,2001,0,2000,3734,81
2000,1000,854,6,88,7e+07,5.6,2013,1,5000,6946,51
26000,326,301,0,133,7e+07,5.4,2015,1,11000,28129,261
11000,1000,582,14,106,7e+07,6.1,2004,2,0,12871,197
844,729,246,105,116,7e+07,4.2,2006,1,764,1899,159
13000,1000,585,101,115,5e+07,6.7,2013,1,34000,15708,286
576,358,182,212,99,7e+07,4.2,2014,0,12000,1520,156
11000,655,497,31,124,6.8e+07,6.4,2002,0,0,12556,176
21000,17000,10000,171,124,6.8e+07,4.9,2010,3,29000,52547,293
22000,10000,580,0,124,6.8e+07,6.8,2001,0,0,32871,141
7000,2000,975,275,87,6.9e+07,7.7,2010,0,31000,11608,304
584,220,97,29,105,6.8e+07,5.6,1995,1,617,1132,40
14000,11000,3000,3000,125,6.8e+07,6.4,2015,0,30000,30010,280
614,451,334,448,141,7e+07,7.2,2009,2,29000,1829,180
1000,855,776,18,121,6.5e+07,6,1999,4,0,3986,125
966,919,681,101,111,3.6e+07,5.9,2011,3,10000,3393,237
14000,826,680,0,157,6.8e+07,7.9,1999,1,0,18216,209
29000,149,135,0,128,7e+07,7.1,2008,1,0,29824,238
3000,3000,911,335,105,6.9e+07,5.9,2012,0,98000,8281,393
537,427,232,36,113,6.6e+07,6.2,1999,1,0,1302,138
940,826,745,38,121,6.6e+07,7,1998,0,0,4230,142
14000,394,112,4,102,3.5e+07,5.4,2007,0,0,14625,90
15000,14000,13000,14000,169,7e+07,8.6,1998,2,22000,44998,219
3000,3000,464,76,132,6.6e+07,6.5,2014,1,32000,7081,327
2000,955,912,278,127,7e+07,6.4,2000,1,0,5838,149
1000,939,835,77,103,5.9e+07,7.6,2002,0,3000,5437,193
11000,599,354,759,136,6.8e+07,5.5,2003,1,4000,12194,175
23000,826,655,14000,150,6.5e+07,7.4,2012,0,71000,25517,538
18000,145,99,0,136,6.3e+07,8.7,1999,3,25000,18563,313
15000,968,552,2000,140,6.2e+07,7.6,1995,0,5000,17171,159
605,308,217,719,113,6.5e+07,7.5,1990,0,0,1441,196
901,857,775,54,104,6e+07,5.5,2002,0,1000,5265,80
20000,13000,11000,0,158,6.1e+07,7.6,2012,1,144000,46204,488
15000,793,744,0,119,6.5e+07,6.5,1998,2,0,17768,153
8000,3000,105,285,106,6.5e+07,6.9,2008,2,0,11264,173
12000,174,94,258,136,6.5e+07,6.7,1998,0,0,12396,156
21000,561,490,480,95,6.5e+07,6.6,2010,3,25000,23018,307
769,698,465,11000,137,6.5e+07,7.2,2014,0,35000,2938,322
16000,495,416,16000,130,6.5e+07,6.4,2000,1,0,17771,169
13000,730,369,212,124,7e+07,6.4,1993,1,0,15229,74
848,517,461,610,108,5e+07,6,1996,2,0,2913,72
13000,718,577,226,104,6e+07,6.1,2000,1,0,16452,86
12000,1000,625,0,129,6.3e+07,6,2006,0,0,14421,242
8000,4000,403,179,117,6.5e+07,6.4,2003,1,0,12850,141
600,346,174,119,99,6.5e+07,6.4,2012,0,59000,1375,313
10000,580,521,0,159,6.5e+07,7.3,1999,1,10000,11424,280
2000,1000,929,87,118,6.5e+07,5.2,2014,6,16000,4796,176
10000,806,523,43,105,50100000,6.6,2015,0,23000,11943,279
27000,1000,520,368,103,6.5e+07,6.3,2012,3,18000,29808,241
16000,1000,957,687,122,6.5e+07,5.9,2004,0,0,19764,185
1000,1000,919,468,114,16900000,6.4,1984,0,0,3860,97
509,317,210,0,143,6.5e+07,6.7,1998,0,688,1409,117
14000,1000,974,545,96,6.5e+07,5.4,2012,0,32000,17913,239
26000,872,805,545,111,4.5e+07,6.4,2008,4,0,28643,230
394,380,263,212,121,6.5e+07,6.7,1996,2,4000,1531,94
324,192,184,138,135,6.5e+07,6.2,2000,1,892,1013,134
17000,14000,539,4000,101,6.5e+07,6.1,2005,0,0,32232,136
11000,783,637,21000,151,6.3e+07,8.8,1999,2,48000,13209,315
11000,529,383,368,131,6.5e+07,7.1,2006,0,0,12088,96
13000,773,554,36,100,7e+07,5.7,1991,0,0,15944,60
975,909,506,0,105,6.5e+07,5,2000,1,177,3580,60
623,593,568,72,92,6.5e+07,5.1,2014,0,15000,3165,308
268,85,25,2000,130,5e+07,6.9,2005,0,0,450,127
3000,1000,1000,38,100,4.3e+07,4.8,2005,0,0,7048,196
23000,13000,6000,436,102,6.5e+07,6.5,2014,3,32000,49433,339
11000,1000,970,521,133,6.4e+07,5.1,1999,1,295,16710,96
963,580,221,175,121,5.5e+07,7.1,2015,0,40000,2131,361
177,27,16,670,147,5e+07,7.5,2006,0,26000,253,226
645,522,481,116,94,6.3e+07,6.2,2002,2,0,2725,194
12000,9000,668,42,94,6.5e+07,6.3,2009,1,0,23365,138
967,610,191,14000,127,6.3e+07,8.1,1993,0,19000,2129,308
2000,925,812,759,212,6.3e+07,6.6,1994,0,0,5708,40
11000,913,672,176,141,6.2e+07,6.9,1994,1,0,14178,42
21,18,7,10,103,6.5e+07,6.1,2015,3,0,58,68
979,862,723,322,98,6.4e+07,4.3,2006,1,0,6334,78
11000,919,563,84,116,6.2e+07,6.6,2000,0,0,14931,178
524,517,452,0,114,6.2e+07,6.8,1995,0,0,2668,75
3000,966,645,12,87,6.2e+07,3.8,2008,6,0,6658,150
11000,904,867,11,125,4.2e+07,5.9,2001,2,0,14536,113
46000,1000,1000,16000,187,4.4e+07,7.9,2015,1,114000,49912,596
8000,1000,970,8,93,6.1e+07,6.3,2007,2,0,13232,191
989,664,439,25,95,6.3e+07,5.5,2011,0,0,2558,156
18000,13000,447,0,117,6.5e+07,7.7,2006,0,13000,32360,460
22000,713,708,116,106,8e+07,6.3,2004,6,0,24938,141
2000,899,664,64,115,6e+07,7.1,2008,0,11000,4811,180
15000,745,693,0,189,6e+07,8.5,1999,0,30000,17716,186
925,729,397,10,81,1.5e+08,5.8,2005,0,912,2252,161
835,812,625,21000,149,6.1e+07,8.1,2014,0,146000,4348,568
13000,147,73,218,119,6e+07,7.9,2002,1,0,13249,249
394,387,345,258,130,5.8e+07,7.2,1995,2,0,1784,137
577,501,475,165,116,9.5e+07,6.3,1999,0,885,2321,113
2000,617,576,608,103,6e+07,8.1,1998,1,18000,3698,213
770,263,145,59,99,7e+07,7,1998,2,0,1195,120
1000,955,522,41,92,6e+07,5.5,2003,1,886,4050,81
18000,497,459,175,109,6.1e+07,6.7,2013,1,22000,20148,265
3000,664,405,6,87,6e+07,5.2,2001,0,0,4171,105
26000,9000,82,473,111,6e+07,7,2003,6,0,35084,155
1000,976,268,30,101,6e+07,6.1,2002,2,0,2636,118
13000,11000,754,35,83,1.05e+08,6.6,1998,0,0,25788,131
4000,722,721,0,113,6e+07,5.5,2009,6,0,8172,166
10000,3000,695,12000,107,6e+07,5.9,1990,0,0,14006,60
12000,3000,2000,163,94,6e+07,5.4,2005,6,781,20348,77
988,960,240,47,132,6.1e+07,6.4,2015,0,24000,2517,249
11000,8000,745,708,140,6e+07,5.7,2010,1,26000,20440,213
12000,3000,627,420,125,6e+07,6.7,2000,1,0,16646,121
13000,11000,357,124,111,5.8e+07,7.1,2010,4,32000,24928,315
14000,2000,1000,0,156,5.5e+07,6.8,1999,5,0,20761,171
19000,1000,380,0,170,6e+07,6.5,1998,0,0,20683,96
10000,851,680,0,120,6.5e+07,7.6,2004,0,0,13581,299
12000,1000,416,55,100,6e+07,5.5,2002,4,0,14611,167
2000,1000,579,13,115,5.5e+07,6.5,2004,2,0,4496,125
10000,3000,1000,188,130,6e+07,7,2012,2,38000,16385,387
1000,975,811,212,105,6e+07,5.8,1999,1,0,3697,199
433,208,6,197,111,6e+07,7.3,2009,0,0,679,136
13000,240,175,0,106,6e+07,6.6,2011,4,42000,13634,436
658,257,226,18,89,6e+07,4.4,2003,0,858,1233,73
309,229,57,253,100,6e+07,7.7,2009,1,10000,647,310
11000,946,751,0,91,4.8e+07,5,2008,0,6000,13654,323
18000,992,451,12000,146,7e+07,7.7,2004,2,14000,20454,171
21000,936,722,48,98,5e+07,4.4,2006,0,747,24664,76
881,869,767,480,101,6e+07,6.1,2004,5,0,3943,173
854,628,626,32,94,6e+07,5.4,1996,1,0,4530,81
366,334,160,0,132,6.6e+07,6.8,2004,1,0,1112,242
3000,552,521,234,115,6e+07,6.5,1998,1,1000,4713,110
10000,884,586,28,92,6e+07,7,2012,0,12000,13597,328
24000,13000,460,105,124,6e+07,6.3,1997,0,0,38227,83
834,780,716,610,119,6e+07,6.3,2003,0,0,3637,196
1000,944,672,50,124,6e+07,6.1,1996,2,829,3653,34
9000,2000,903,18,93,6e+07,6.1,2008,0,0,13403,118
966,680,107,11,98,6e+07,5.3,2002,2,797,2018,81
789,520,488,14,92,6e+07,5.4,1995,1,1000,2318,47
539,394,288,0,105,6e+07,6.2,2014,3,17000,1411,313
34000,22000,14000,737,124,6e+07,6.6,2015,3,24000,75793,315
18000,992,864,24,99,6e+07,5.9,2016,3,28000,20276,225
1000,720,672,0,116,7.5e+07,6.3,1997,0,0,3090,223
650,467,295,845,124,6.1e+07,7.2,2007,0,0,1640,198
874,668,642,7,96,6e+07,6.8,2014,3,11000,3151,219
1000,967,944,165,104,4.8e+07,6.1,1998,1,0,4294,92
11000,8000,2000,97,100,6e+07,7.8,2014,0,64000,22128,435
1000,759,642,11,115,4.5e+07,5,2005,2,621,4305,111
23000,18000,11000,38,101,6e+07,6.2,2002,0,0,53024,138
33000,301,300,181,113,6e+07,6.7,2013,3,40000,34738,415
10000,1000,485,11000,100,6e+07,4.9,2009,2,0,12258,170
13000,11000,204,16000,134,6e+07,7.4,2009,1,23000,24458,306
8000,1000,896,209,125,6e+07,6.2,2009,0,0,10623,211
1000,417,230,80,94,6.5e+07,4.9,1999,2,448,2151,49
310,219,206,69,107,6e+07,6.1,2006,0,690,1352,161
12000,10000,480,2,91,7e+07,6.1,2009,1,0,22668,156
27000,1000,906,53,116,6e+07,6.4,2002,0,0,31224,172
436,399,210,0,100,6e+07,6.3,2003,1,0,1395,161
2000,1000,896,258,117,8e+07,6.6,2010,1,0,7053,258
510,344,308,0,110,4e+07,5.7,1997,0,956,1976,95
22000,394,236,11000,96,6e+07,5.9,2002,1,846,22889,105
22000,14000,1000,50,101,6e+07,6,2008,2,0,38809,198
13000,968,652,17,111,6e+07,6.1,1998,1,0,16536,79
21000,939,569,456,117,6e+07,6.7,2009,0,0,23745,210
13000,10000,9000,0,126,6e+07,6.7,2000,3,0,34774,125
22000,11000,947,488,152,6e+07,7.9,2000,1,15000,36897,149
287,233,218,93,101,8.7e+07,4.3,2005,2,0,993,77
865,441,77,124,87,6e+07,5.7,2011,0,20000,1417,225
11000,102,82,0,85,6e+07,6.7,2003,0,880,11301,98
722,585,552,545,130,6e+07,6.7,1997,0,10000,2525,172
26000,21000,19000,0,173,2.2e+08,8.1,2012,3,123000,87697,703
780,265,256,293,104,6e+07,6.1,2002,0,0,2109,117
19000,972,854,0,121,5e+07,5.6,2006,0,0,22833,240
11000,779,579,23,140,6e+07,6.6,2006,1,2000,12634,123
968,848,507,37,131,6e+07,6.9,2001,3,0,3012,110
889,290,68,394,91,6.5e+07,4.8,2000,0,589,1262,100
20000,882,778,167,118,6e+07,6.2,2014,0,17000,22447,189
5000,2000,1000,91,130,6e+07,6,2013,3,44000,10247,212
973,400,196,48,90,6e+07,4.9,2008,1,791,1865,127
794,329,87,179,103,3e+07,5.6,2005,2,0,1467,196
11000,1000,1000,2000,122,5.5e+07,6.1,1999,0,641,15275,115
3000,1000,466,34,106,6e+07,6.1,2008,3,0,5329,161
19000,961,437,436,103,6e+07,4.8,2008,1,2000,20881,223
40000,2000,280,192,107,6e+07,5.5,2015,2,12000,42683,181
26000,368,102,892,156,6e+07,3.8,2007,3,0,26564,140
11000,708,617,258,127,3.5e+07,6.5,2003,2,0,12947,54
879,107,22,3,119,68005000,6,2016,1,426,1026,14
11000,298,242,131,132,8e+07,6.7,2005,0,0,12133,81
16000,805,361,84,108,5.8e+07,8.1,2016,0,117000,18239,579
743,730,440,65,114,6e+07,4.9,1998,1,296,2367,56
14000,962,318,16000,133,58800000,7.3,2014,0,112000,16277,490
2000,1000,543,11,103,5.8e+07,6.4,2015,4,35000,5497,218
970,834,512,70,95,5.8e+07,6.7,2005,1,0,2876,142
1000,891,809,32,90,6e+07,3.6,2000,0,500,6299,57
13000,1000,349,10,87,6.3e+07,5.7,1988,1,2000,14574,84
142,117,110,0,114,5.8e+07,6,2008,8,472,589,186
963,935,727,30,103,5.8e+07,4.7,2009,2,0,3150,133
1000,847,839,189,125,5.8e+07,6.3,2013,2,22000,5081,246
14000,1000,529,545,97,6e+07,5.9,2010,1,19000,16098,253
1000,664,519,143,125,5.8e+07,5.9,2012,0,0,4416,144
18000,14000,9000,138,136,5.7e+07,7.5,1997,2,11000,45271,117
11000,3000,622,51,116,7e+07,5.6,2012,2,12000,16484,157
2000,663,40,357,103,5.7e+07,6.4,1996,0,0,2710,60
4000,3000,455,420,97,5.8e+07,6.3,2004,2,782,9814,117
12000,1000,1000,83,96,5.7e+07,4.3,2011,1,18000,16121,287
23000,243,58,108,131,5.7e+07,5.9,2001,2,0,23325,96
14000,799,650,163,95,5.6e+07,5.5,2005,0,0,16884,125
12000,795,348,10,86,5.6e+07,6.2,2004,1,0,14146,117
15000,294,194,0,142,5.5e+07,8.8,1994,0,59000,15700,149
1000,718,639,25,92,6e+07,5.2,2007,0,0,2847,131
22000,713,708,116,108,5.5e+07,7,2000,2,0,24286,150
23000,2000,752,12,84,5.5e+07,6.6,1995,1,0,26754,92
10000,593,467,503,188,5.5e+07,7.3,1978,0,0,12940,169
851,773,744,293,95,5.4e+07,5.6,1996,1,960,3155,57
10000,975,681,72,118,7e+07,6.6,2005,1,0,13426,171
3000,562,458,39,92,5.5e+07,5.4,1997,0,5000,4518,53
3000,864,729,58,74,5.5e+07,6.3,2003,3,0,5713,153
15000,535,186,521,134,5.5e+07,7.9,2013,0,65000,16281,491
15000,11000,7000,189,101,5.5e+07,6.3,2010,2,0,39822,247
795,419,394,52,100,5e+07,6,1995,0,0,2638,26
18000,17000,683,845,132,5.5e+07,7.2,2014,0,56000,37605,292
5000,827,708,61,105,5.5e+07,5.1,2002,2,0,7184,114
18000,10000,665,12000,123,5.3e+07,7.3,1995,0,0,30132,82
10000,617,168,125,117,5.5e+07,8,2006,0,32000,11036,201
